TransactionID,Date,AccountID,TransactionType,Amount
T067089,2023-06-20,A003,Withdrawal,4657
T067090,2023-07-31,A004,Withdrawal,682
T067091,2021-02-26,A002,Withdrawal,-1834
T067092,2021-01-15,A004,Deposit,1352
T067093,2021-12-21,A001,Withdrawal,614
T067094,2023-08-19,A002,Withdrawal,3994
T067095,2021-10-09,A003,Withdrawal,4527
T067096,2023-05-12,A003,Withdrawal,1318
T067097,2023-01-18,A001,Deposit,-3360
T067098,2023-12-01,A001,Deposit,2495
T067099,2023-01-03,A001,Withdrawal,6238
T067100,2023-01-28,A001,Deposit,2677
T067101,2021-10-31,A001,Withdrawal,3059
T067102,2023-03-13,A001,Withdrawal,9867
T067103,2022-02-16,A001,Withdrawal,-3278
T067104,2022-06-28,A003,Deposit,9853
T067105,2021-04-30,A002,Withdrawal,6653
T067106,2023-01-15,A001,Withdrawal,-3084
T067107,2024-03-10,A002,Withdrawal,7028
T067108,2023-07-01,A002,Withdrawal,9414
T067109,2022-05-06,A004,Deposit,9175
T067110,2021-06-06,A004,Deposit,5869
T067111,2021-05-21,A004,Deposit,6540
T067112,2021-09-14,A004,Withdrawal,2279
T067113,2024-03-31,A002,Deposit,1199
T067114,2023-04-02,A001,Withdrawal,4958
T067115,2022-03-19,A004,Withdrawal,249
T067116,2023-01-17,A001,Deposit,6754
T067117,2021-02-11,A002,Deposit,8447
T067118,2021-06-09,A003,Deposit,3805
T067119,2022-06-27,A003,Deposit,984
T067120,2021-04-28,A001,Deposit,-4055
T067121,2022-06-25,A002,Withdrawal,-586
T067122,2022-06-30,A004,Withdrawal,-1310
T067123,2021-08-12,A002,Withdrawal,9661
T067124,2021-01-06,A003,Deposit,4225
T067125,2023-02-01,A002,Deposit,5131
T067126,2021-01-21,A002,Deposit,-2216
T067127,2021-10-28,A001,Withdrawal,8982
T067128,2022-10-13,A002,Deposit,919
T067129,2022-05-23,A001,Withdrawal,-1291
T067130,2024-01-28,A001,Withdrawal,-590
T067131,2022-06-17,A003,Deposit,-2027
T067132,2023-05-01,A002,Withdrawal,-695
T067133,2022-11-21,A003,Withdrawal,-250
T067134,2022-06-11,A003,Deposit,1986
T067135,2023-04-04,A004,Withdrawal,-3014
T067136,2021-05-12,A004,Deposit,-4558
T067137,2021-04-07,A001,Deposit,2432
T067138,2023-01-10,A001,Withdrawal,8023
T067139,2023-01-21,A003,Withdrawal,4732
T067140,2021-01-05,A001,Deposit,-339
T067141,2021-11-14,A004,Withdrawal,8967
T067142,2022-06-24,A001,Deposit,1309
T067143,2022-08-11,A003,Deposit,4354
T067144,2023-11-01,A002,Deposit,-2785
T067145,2023-12-02,A001,Deposit,9796
T067146,2021-08-16,A004,Withdrawal,-3143
T067147,2023-04-10,A004,Deposit,-51
T067148,2021-11-02,A002,Withdrawal,-4600
T067149,2021-09-06,A002,Withdrawal,4379
T067150,2023-05-01,A002,Deposit,5626
T067151,2022-04-13,A002,Withdrawal,9221
T067152,2023-04-13,A001,Withdrawal,-1875
T067153,2021-01-16,A003,Withdrawal,-2078
T067154,2021-04-05,A002,Withdrawal,9896
T067155,2021-07-10,A004,Withdrawal,-427
T067156,2024-02-01,A004,Withdrawal,-2795
T067157,2021-09-08,A003,Withdrawal,6517
T067158,2022-06-09,A001,Withdrawal,5156
T067159,2021-09-11,A004,Deposit,6995
T067160,2021-04-11,A001,Deposit,-187
T067161,2021-06-26,A004,Withdrawal,2342
T067162,2022-04-08,A003,Deposit,2751
T067163,2022-02-27,A001,Deposit,1118
T067164,2022-01-22,A003,Withdrawal,-4468
T067165,2022-08-12,A001,Deposit,8374
T067166,2023-06-20,A002,Deposit,-4009
T067167,2022-05-18,A004,Withdrawal,-3495
T067168,2021-08-12,A003,Deposit,4567
T067169,2021-01-15,A003,Deposit,7910
T067170,2021-11-18,A004,Deposit,-3070
T067171,2021-09-30,A002,Withdrawal,4484
T067172,2021-08-21,A002,Deposit,-3624
T067173,2021-02-07,A003,Withdrawal,52
T067174,2021-09-19,A003,Deposit,-3981
T067175,2023-10-14,A003,Withdrawal,2260
T067176,2021-08-10,A003,Deposit,-1894
T067177,2021-03-10,A004,Deposit,2656
T067178,2022-03-28,A001,Deposit,-2207
T067179,2021-01-09,A004,Deposit,3951
T067180,2023-09-12,A003,Deposit,-4509
T067181,2024-04-06,A001,Deposit,378
T067182,2023-11-11,A001,Deposit,3321
T067183,2022-11-18,A002,Deposit,424
T067184,2023-05-24,A004,Deposit,-3269
T067185,2022-08-20,A002,Withdrawal,3529
T067186,2021-06-29,A004,Withdrawal,-3121
T067187,2023-08-09,A004,Withdrawal,353
T067188,2021-11-02,A003,Deposit,8699
T067189,2024-02-16,A001,Deposit,7013
T067190,2022-05-15,A003,Deposit,1280
T067191,2023-11-08,A002,Deposit,7909
T067192,2021-05-05,A004,Deposit,250
T067193,2023-08-30,A003,Withdrawal,-4471
T067194,2023-04-18,A001,Withdrawal,-4841
T067195,2023-10-19,A001,Deposit,604
T067196,2023-04-14,A003,Deposit,-3244
T067197,2023-07-12,A001,Withdrawal,9709
T067198,2024-02-14,A003,Withdrawal,-2533
T067199,2021-01-28,A003,Withdrawal,9008
T067200,2023-10-01,A001,Deposit,-2516
T067201,2023-06-18,A004,Deposit,-2073
T067202,2022-03-31,A002,Withdrawal,-2186
T067203,2023-09-12,A003,Withdrawal,-130
T067204,2023-03-01,A003,Withdrawal,3427
T067205,2022-03-31,A003,Deposit,5798
T067206,2023-08-06,A002,Withdrawal,7345
T067207,2022-06-12,A001,Deposit,1151
T067208,2021-07-18,A004,Withdrawal,2142
T067209,2022-01-04,A001,Deposit,2063
T067210,2022-05-16,A003,Deposit,1975
T067211,2023-11-27,A004,Deposit,185
T067212,2023-05-15,A004,Deposit,-3320
T067213,2022-09-02,A004,Deposit,4091
T067214,2023-04-08,A001,Withdrawal,3297
T067215,2022-12-04,A002,Deposit,2722
T067216,2024-03-28,A002,Withdrawal,5236
T067217,2023-10-26,A003,Withdrawal,-4567
T067218,2022-07-17,A004,Deposit,5762
T067219,2023-10-23,A004,Deposit,-4049
T067220,2023-09-04,A002,Deposit,1615
T067221,2021-02-12,A003,Withdrawal,9477
T067222,2022-04-25,A002,Withdrawal,4609
T067223,2023-11-16,A003,Deposit,6081
T067224,2023-12-26,A003,Deposit,853
T067225,2023-05-07,A002,Deposit,-4061
T067226,2021-09-19,A001,Withdrawal,107
T067227,2022-03-23,A003,Deposit,-211
T067228,2022-06-29,A001,Deposit,6310
T067229,2023-11-16,A002,Deposit,7281
T067230,2022-11-20,A004,Deposit,558
T067231,2022-03-27,A004,Withdrawal,9309
T067232,2022-11-18,A003,Deposit,1200
T067233,2024-04-09,A003,Withdrawal,7300
T067234,2023-09-09,A002,Deposit,-3260
T067235,2023-03-31,A004,Withdrawal,6539
T067236,2023-02-23,A004,Withdrawal,3771
T067237,2021-11-22,A001,Withdrawal,-1036
T067238,2024-03-22,A003,Withdrawal,152
T067239,2023-04-04,A001,Deposit,-911
T067240,2021-09-11,A001,Deposit,-3122
T067241,2023-04-20,A004,Deposit,-912
T067242,2022-07-29,A002,Deposit,2000
T067243,2023-09-25,A003,Deposit,-2599
T067244,2022-04-26,A001,Withdrawal,9510
T067245,2021-01-12,A004,Withdrawal,7558
T067246,2022-09-07,A002,Withdrawal,-4528
T067247,2023-01-06,A004,Deposit,3576
T067248,2022-03-28,A001,Withdrawal,5225
T067249,2021-02-14,A001,Deposit,7172
T067250,2021-10-21,A001,Deposit,-971
T067251,2021-10-24,A001,Withdrawal,1081
T067252,2023-10-12,A002,Deposit,-2916
T067253,2022-06-19,A003,Deposit,5374
T067254,2022-11-01,A001,Withdrawal,2162
T067255,2023-03-04,A002,Withdrawal,1969
T067256,2021-10-10,A002,Deposit,-4303
T067257,2021-09-29,A002,Deposit,679
T067258,2023-08-02,A004,Withdrawal,9829
T067259,2021-12-28,A004,Deposit,4295
T067260,2021-09-03,A002,Withdrawal,28
T067261,2023-09-01,A001,Withdrawal,5853
T067262,2022-06-19,A001,Deposit,2147
T067263,2022-03-01,A003,Deposit,5626
T067264,2021-04-11,A002,Deposit,-1217
T067265,2023-05-26,A003,Deposit,-133
T067266,2022-12-30,A003,Withdrawal,1020
T067267,2022-06-04,A003,Withdrawal,4690
T067268,2023-02-23,A002,Withdrawal,4876
T067269,2021-10-21,A001,Withdrawal,-2808
T067270,2022-05-07,A002,Deposit,4091
T067271,2023-02-06,A002,Withdrawal,7947
T067272,2023-08-25,A003,Withdrawal,3904
T067273,2023-11-09,A003,Withdrawal,7928
T067274,2021-10-21,A001,Withdrawal,-1642
T067275,2021-11-25,A002,Withdrawal,-3645
T067276,2021-08-09,A003,Withdrawal,9368
T067277,2022-11-16,A001,Withdrawal,8662
T067278,2022-01-30,A002,Deposit,-2498
T067279,2021-10-01,A002,Deposit,5615
T067280,2021-06-02,A002,Withdrawal,341
T067281,2023-04-19,A004,Withdrawal,-4114
T067282,2021-09-03,A004,Withdrawal,6708
T067283,2022-10-19,A002,Withdrawal,1063
T067284,2023-02-06,A004,Deposit,2130
T067285,2022-05-29,A004,Deposit,7064
T067286,2022-07-17,A004,Withdrawal,4257
T067287,2023-12-15,A001,Withdrawal,3474
T067288,2021-06-30,A004,Deposit,8704
T067289,2021-07-14,A004,Withdrawal,2179
T067290,2024-02-04,A002,Withdrawal,4221
T067291,2022-11-21,A002,Withdrawal,1677
T067292,2021-01-09,A002,Deposit,9664
T067293,2024-04-03,A002,Withdrawal,-2899
T067294,2022-10-12,A001,Deposit,162
T067295,2022-12-25,A001,Deposit,8422
T067296,2023-12-18,A002,Withdrawal,9879
T067297,2023-01-18,A003,Withdrawal,9753
T067298,2023-01-16,A003,Withdrawal,-526
T067299,2022-09-22,A002,Withdrawal,795
T067300,2022-08-21,A003,Withdrawal,-4549
T067301,2023-09-29,A004,Withdrawal,5580
T067302,2022-10-25,A001,Deposit,6461
T067303,2021-11-03,A001,Withdrawal,2767
T067304,2023-07-13,A004,Deposit,3302
T067305,2021-06-04,A001,Deposit,4842
T067306,2023-08-31,A004,Deposit,8529
T067307,2021-08-13,A002,Withdrawal,11
T067308,2023-04-02,A003,Deposit,-487
T067309,2021-01-21,A004,Deposit,6354
T067310,2023-09-02,A001,Withdrawal,-1037
T067311,2022-07-18,A004,Withdrawal,-2000
T067312,2024-01-18,A003,Deposit,7953
T067313,2022-02-02,A004,Deposit,-66
T067314,2021-08-26,A002,Withdrawal,9991
T067315,2023-12-23,A002,Withdrawal,4966
T067316,2021-03-10,A002,Deposit,7874
T067317,2021-08-11,A001,Withdrawal,7877
T067318,2021-09-27,A004,Withdrawal,2843
T067319,2021-04-15,A004,Deposit,-4211
T067320,2021-09-12,A003,Deposit,1422
T067321,2021-02-01,A002,Deposit,-226
T067322,2022-04-22,A003,Deposit,-648
T067323,2021-07-13,A004,Withdrawal,2903
T067324,2023-09-14,A001,Withdrawal,4147
T067325,2021-08-27,A003,Withdrawal,-4640
T067326,2023-07-10,A004,Withdrawal,91
T067327,2021-05-31,A003,Withdrawal,3366
T067328,2022-05-23,A004,Deposit,4423
T067329,2022-02-21,A001,Withdrawal,508
T067330,2021-01-03,A002,Withdrawal,1201
T067331,2021-09-18,A001,Deposit,3195
T067332,2021-05-26,A003,Deposit,4946
T067333,2021-02-08,A003,Withdrawal,-3233
T067334,2021-01-22,A003,Deposit,7750
T067335,2021-03-04,A004,Deposit,2401
T067336,2021-10-13,A001,Deposit,-3686
T067337,2022-01-04,A001,Deposit,-1728
T067338,2021-07-07,A002,Deposit,691
T067339,2021-08-25,A002,Deposit,7565
T067340,2022-01-06,A004,Withdrawal,-4602
T067341,2021-12-08,A001,Deposit,1790
T067342,2023-12-23,A003,Withdrawal,-4401
T067343,2021-11-27,A004,Withdrawal,7345
T067344,2022-11-27,A003,Deposit,5009
T067345,2024-02-25,A002,Deposit,8662
T067346,2023-06-24,A002,Deposit,1934
T067347,2021-09-12,A002,Withdrawal,2751
T067348,2021-05-27,A002,Deposit,-3360
T067349,2023-10-08,A003,Deposit,935
T067350,2021-12-07,A001,Withdrawal,5873
T067351,2021-06-22,A004,Withdrawal,1488
T067352,2024-04-06,A004,Withdrawal,9597
T067353,2022-11-07,A001,Withdrawal,5548
T067354,2021-12-21,A004,Withdrawal,51
T067355,2021-06-03,A002,Withdrawal,-2732
T067356,2023-10-25,A003,Withdrawal,-1799
T067357,2022-10-02,A001,Withdrawal,-1994
T067358,2022-07-16,A001,Withdrawal,-2205
T067359,2021-06-22,A002,Withdrawal,9276
T067360,2022-10-05,A002,Withdrawal,-3409
T067361,2023-10-14,A003,Withdrawal,-820
T067362,2021-12-12,A003,Deposit,-443
T067363,2021-02-11,A003,Deposit,-2704
T067364,2023-04-20,A004,Withdrawal,8446
T067365,2022-11-28,A004,Withdrawal,1217
T067366,2023-12-31,A001,Deposit,-1275
T067367,2022-09-15,A004,Withdrawal,143
T067368,2023-08-10,A001,Withdrawal,-124
T067369,2021-10-15,A001,Withdrawal,-4868
T067370,2022-10-03,A001,Deposit,5279
T067371,2022-08-04,A003,Deposit,-227
T067372,2021-07-25,A004,Deposit,2539
T067373,2022-08-25,A002,Withdrawal,-4492
T067374,2023-04-03,A004,Withdrawal,-3135
T067375,2022-05-01,A004,Withdrawal,4065
T067376,2023-08-05,A002,Deposit,8299
T067377,2023-09-17,A003,Withdrawal,1457
T067378,2021-01-02,A003,Deposit,6461
T067379,2023-10-24,A003,Withdrawal,4635
T067380,2022-05-29,A003,Deposit,644
T067381,2022-05-08,A003,Withdrawal,-1283
T067382,2023-10-23,A004,Withdrawal,-3047
T067383,2022-07-25,A003,Deposit,4416
T067384,2022-03-27,A003,Withdrawal,7706
T067385,2021-02-22,A004,Withdrawal,-1976
T067386,2023-02-19,A001,Withdrawal,-1661
T067387,2021-03-17,A001,Deposit,5944
T067388,2022-12-10,A004,Withdrawal,-2442
T067389,2021-08-21,A003,Deposit,9409
T067390,2023-10-20,A003,Withdrawal,-2698
T067391,2022-05-08,A003,Deposit,4487
T067392,2023-01-01,A001,Withdrawal,1389
T067393,2022-04-05,A002,Deposit,-1008
T067394,2023-05-30,A001,Deposit,5094
T067395,2022-02-17,A001,Deposit,5142
T067396,2023-09-24,A004,Deposit,-3702
T067397,2022-05-11,A003,Withdrawal,-3976
T067398,2021-08-04,A002,Withdrawal,3016
T067399,2021-07-28,A001,Withdrawal,5762
T067400,2022-05-15,A004,Withdrawal,971
T067401,2022-09-24,A002,Withdrawal,-3668
T067402,2023-11-19,A002,Deposit,9851
T067403,2024-02-15,A001,Withdrawal,8690
T067404,2021-02-01,A002,Deposit,1993
T067405,2022-03-07,A001,Withdrawal,1417
T067406,2022-11-07,A004,Withdrawal,18
T067407,2021-02-20,A003,Deposit,2742
T067408,2023-09-18,A002,Deposit,6268
T067409,2024-03-24,A003,Deposit,-3802
T067410,2022-03-27,A003,Withdrawal,-850
T067411,2023-09-18,A001,Deposit,3507
T067412,2023-10-21,A002,Deposit,2891
T067413,2021-12-22,A003,Deposit,-2124
T067414,2021-09-19,A003,Withdrawal,5954
T067415,2022-10-26,A001,Withdrawal,-2745
T067416,2022-10-23,A002,Deposit,-3319
T067417,2023-02-14,A001,Withdrawal,906
T067418,2023-07-10,A002,Withdrawal,-4684
T067419,2022-01-01,A004,Deposit,3092
T067420,2021-04-04,A003,Withdrawal,-2597
T067421,2021-01-28,A002,Withdrawal,4946
T067422,2021-07-11,A001,Deposit,2006
T067423,2024-03-20,A004,Deposit,7070
T067424,2021-01-02,A001,Deposit,-3861
T067425,2022-12-24,A001,Withdrawal,-3875
T067426,2021-04-04,A003,Deposit,9255
T067427,2022-11-03,A001,Withdrawal,-1244
T067428,2023-03-21,A004,Withdrawal,7517
T067429,2021-07-07,A004,Deposit,6418
T067430,2021-10-26,A004,Withdrawal,-3726
T067431,2023-06-08,A002,Withdrawal,6357
T067432,2024-02-05,A004,Deposit,177
T067433,2023-05-14,A003,Withdrawal,-2543
T067434,2023-03-19,A003,Deposit,9003
T067435,2021-07-09,A001,Withdrawal,4054
T067436,2022-04-26,A003,Deposit,4217
T067437,2022-06-05,A004,Withdrawal,5817
T067438,2023-11-28,A004,Withdrawal,5997
T067439,2023-05-26,A002,Deposit,5827
T067440,2023-10-14,A001,Deposit,-4906
T067441,2021-11-24,A002,Withdrawal,8513
T067442,2022-12-12,A004,Withdrawal,3748
T067443,2021-02-16,A002,Withdrawal,7336
T067444,2023-11-19,A003,Withdrawal,9016
T067445,2022-07-27,A004,Deposit,6441
T067446,2022-04-13,A003,Withdrawal,7392
T067447,2022-05-01,A002,Withdrawal,392
T067448,2023-12-11,A001,Deposit,8094
T067449,2023-09-30,A001,Withdrawal,2115
T067450,2021-03-31,A001,Withdrawal,-3783
T067451,2022-03-22,A003,Withdrawal,-1120
T067452,2023-12-29,A003,Withdrawal,9885
T067453,2024-02-29,A001,Withdrawal,-3412
T067454,2021-01-14,A002,Withdrawal,3875
T067455,2022-01-19,A001,Deposit,4507
T067456,2023-10-03,A001,Deposit,9649
T067457,2023-07-03,A004,Deposit,3651
T067458,2023-12-14,A001,Withdrawal,-4272
T067459,2022-07-15,A004,Deposit,-2338
T067460,2022-02-05,A004,Withdrawal,-3927
T067461,2021-08-19,A004,Deposit,4613
T067462,2022-07-20,A002,Withdrawal,5543
T067463,2022-04-03,A003,Withdrawal,3517
T067464,2024-03-09,A003,Deposit,9064
T067465,2021-06-01,A002,Deposit,3788
T067466,2021-12-26,A003,Deposit,9113
T067467,2023-05-01,A004,Deposit,292
T067468,2021-07-22,A004,Withdrawal,7283
T067469,2022-01-14,A004,Deposit,-194
T067470,2022-12-05,A004,Deposit,-3215
T067471,2022-09-19,A001,Withdrawal,7852
T067472,2024-03-03,A003,Deposit,-806
T067473,2023-01-02,A003,Deposit,2790
T067474,2023-06-10,A001,Withdrawal,5204
T067475,2022-12-19,A003,Deposit,2721
T067476,2022-01-21,A004,Withdrawal,5929
T067477,2021-03-29,A003,Withdrawal,9012
T067478,2021-07-04,A002,Withdrawal,-2624
T067479,2023-04-15,A002,Withdrawal,8400
T067480,2021-01-08,A004,Deposit,4538
T067481,2021-01-09,A004,Withdrawal,457
T067482,2022-12-05,A002,Withdrawal,-349
T067483,2021-12-22,A001,Withdrawal,5275
T067484,2022-09-01,A003,Withdrawal,7123
T067485,2023-10-05,A004,Withdrawal,7265
T067486,2021-10-12,A003,Withdrawal,-1144
T067487,2023-04-18,A004,Deposit,1402
T067488,2021-08-22,A004,Deposit,-3020
T067489,2022-07-23,A004,Withdrawal,4337
T067490,2024-03-25,A001,Deposit,7138
T067491,2021-09-12,A004,Deposit,950
T067492,2022-07-31,A004,Withdrawal,3469
T067493,2022-03-31,A003,Deposit,-2925
T067494,2024-04-07,A002,Withdrawal,6660
T067495,2021-02-16,A001,Deposit,5684
T067496,2021-04-11,A001,Withdrawal,-3256
T067497,2021-11-26,A003,Withdrawal,2836
T067498,2023-04-26,A003,Withdrawal,256
T067499,2021-02-01,A001,Withdrawal,5918
T067500,2022-03-11,A004,Withdrawal,1582
T067501,2021-08-11,A001,Withdrawal,9817
T067502,2021-10-07,A002,Withdrawal,-2750
T067503,2023-09-19,A002,Withdrawal,5907
T067504,2021-01-20,A002,Withdrawal,5438
T067505,2021-10-09,A004,Withdrawal,6158
T067506,2022-10-21,A001,Deposit,6804
T067507,2021-04-24,A001,Withdrawal,-2267
T067508,2022-02-25,A003,Withdrawal,-1058
T067509,2023-03-08,A002,Withdrawal,-927
T067510,2023-10-10,A002,Deposit,9213
T067511,2023-01-14,A001,Deposit,-4622
T067512,2021-08-02,A004,Withdrawal,7091
T067513,2022-04-12,A001,Deposit,-3073
T067514,2024-04-03,A001,Withdrawal,8272
T067515,2021-05-19,A001,Deposit,6773
T067516,2023-12-26,A004,Withdrawal,3074
T067517,2021-05-28,A001,Deposit,1051
T067518,2022-02-02,A001,Withdrawal,-489
T067519,2023-07-09,A004,Deposit,6445
T067520,2024-01-19,A004,Withdrawal,1991
T067521,2023-01-01,A003,Deposit,-1547
T067522,2022-03-15,A002,Deposit,432
T067523,2021-01-30,A004,Deposit,5042
T067524,2023-10-26,A001,Withdrawal,-1621
T067525,2024-04-07,A001,Deposit,-420
T067526,2021-03-02,A003,Withdrawal,108
T067527,2024-02-07,A004,Deposit,7239
T067528,2021-10-26,A003,Withdrawal,3467
T067529,2021-07-29,A004,Deposit,-4840
T067530,2021-12-17,A003,Withdrawal,928
T067531,2022-05-13,A001,Deposit,-241
T067532,2021-12-01,A001,Withdrawal,3962
T067533,2022-08-18,A003,Withdrawal,885
T067534,2022-03-18,A004,Deposit,8900
T067535,2021-07-08,A004,Deposit,-853
T067536,2022-09-30,A003,Deposit,8789
T067537,2023-07-27,A003,Deposit,-4588
T067538,2022-03-28,A003,Withdrawal,9154
T067539,2023-10-30,A003,Withdrawal,-1225
T067540,2021-08-13,A003,Deposit,2668
T067541,2021-03-24,A001,Deposit,1213
T067542,2022-11-30,A004,Deposit,2176
T067543,2021-10-21,A002,Withdrawal,-2285
T067544,2024-04-08,A001,Withdrawal,968
T067545,2023-01-21,A002,Deposit,-3412
T067546,2023-07-10,A004,Deposit,9656
T067547,2021-01-15,A002,Withdrawal,4641
T067548,2023-03-02,A003,Withdrawal,6979
T067549,2023-09-26,A001,Withdrawal,-663
T067550,2024-02-17,A001,Withdrawal,6400
T067551,2022-02-13,A003,Deposit,3315
T067552,2022-06-08,A002,Withdrawal,4653
T067553,2022-05-30,A001,Withdrawal,2780
T067554,2021-01-04,A003,Deposit,-2151
T067555,2023-04-15,A002,Deposit,2660
T067556,2022-05-18,A003,Withdrawal,-646
T067557,2022-11-05,A004,Deposit,3778
T067558,2022-01-26,A001,Deposit,3518
T067559,2024-04-05,A002,Deposit,6231
T067560,2023-11-27,A003,Deposit,9735
T067561,2021-02-05,A001,Deposit,5635
T067562,2021-09-09,A001,Deposit,415
T067563,2022-01-20,A002,Withdrawal,7992
T067564,2021-08-15,A001,Withdrawal,9673
T067565,2023-06-06,A003,Deposit,4358
T067566,2021-05-19,A004,Deposit,-233
T067567,2021-08-03,A004,Withdrawal,-1989
T067568,2023-08-17,A001,Deposit,-4698
T067569,2023-05-14,A002,Deposit,5864
T067570,2021-04-12,A002,Deposit,2905
T067571,2021-07-21,A003,Withdrawal,7409
T067572,2023-04-14,A001,Deposit,-4585
T067573,2023-09-19,A002,Withdrawal,-3541
T067574,2023-06-06,A003,Deposit,-2027
T067575,2022-11-02,A001,Withdrawal,2107
T067576,2021-05-27,A003,Withdrawal,9562
T067577,2022-08-22,A002,Withdrawal,2656
T067578,2023-02-27,A003,Withdrawal,3476
T067579,2022-03-20,A002,Deposit,-1903
T067580,2021-10-12,A004,Withdrawal,9760
T067581,2023-07-04,A002,Withdrawal,148
T067582,2024-03-11,A001,Deposit,532
T067583,2023-09-03,A001,Deposit,-533
T067584,2023-01-20,A001,Deposit,4843
T067585,2021-03-10,A004,Withdrawal,7701
T067586,2023-06-08,A001,Withdrawal,5711
T067587,2021-01-27,A003,Withdrawal,2186
T067588,2023-07-29,A003,Withdrawal,191
T067589,2022-01-22,A004,Deposit,-2878
T067590,2022-03-10,A003,Withdrawal,-2589
T067591,2021-03-28,A003,Withdrawal,-1680
T067592,2023-09-01,A002,Deposit,-3564
T067593,2023-07-12,A001,Deposit,6095
T067594,2023-04-14,A002,Deposit,9867
T067595,2023-03-06,A004,Withdrawal,-2536
T067596,2022-02-11,A003,Deposit,-606
T067597,2024-03-17,A001,Withdrawal,8781
T067598,2022-06-13,A001,Withdrawal,6091
T067599,2023-04-04,A003,Withdrawal,9413
T067600,2021-08-05,A003,Withdrawal,-2611
T067601,2023-12-04,A003,Withdrawal,1075
T067602,2022-06-11,A001,Withdrawal,3132
T067603,2023-12-20,A001,Deposit,-3072
T067604,2021-01-13,A004,Withdrawal,965
T067605,2023-11-12,A001,Deposit,4459
T067606,2022-08-14,A002,Withdrawal,-3816
T067607,2021-06-17,A004,Withdrawal,4655
T067608,2023-11-27,A002,Withdrawal,8907
T067609,2022-11-09,A004,Deposit,-4071
T067610,2021-09-14,A003,Withdrawal,1108
T067611,2023-01-17,A004,Withdrawal,8741
T067612,2021-11-19,A004,Withdrawal,5661
T067613,2022-04-14,A004,Withdrawal,8546
T067614,2023-08-14,A003,Withdrawal,9313
T067615,2022-10-05,A001,Deposit,-1354
T067616,2021-11-23,A002,Withdrawal,-2054
T067617,2022-06-06,A004,Withdrawal,5274
T067618,2022-08-13,A002,Withdrawal,-3263
T067619,2024-03-14,A003,Deposit,8456
T067620,2024-04-12,A002,Withdrawal,4661
T067621,2021-01-29,A003,Withdrawal,4493
T067622,2024-03-04,A004,Withdrawal,6975
T067623,2022-07-09,A004,Deposit,9788
T067624,2021-09-22,A001,Withdrawal,-2022
T067625,2023-11-03,A004,Withdrawal,1824
T067626,2022-08-22,A003,Withdrawal,5946
T067627,2021-06-24,A001,Withdrawal,3691
T067628,2021-09-08,A003,Deposit,-4642
T067629,2023-04-19,A001,Withdrawal,-1003
T067630,2021-11-14,A002,Withdrawal,-2915
T067631,2021-02-26,A004,Deposit,-1456
T067632,2021-05-29,A002,Withdrawal,3321
T067633,2023-09-12,A001,Deposit,3504
T067634,2022-07-31,A001,Withdrawal,-2290
T067635,2024-03-12,A002,Withdrawal,-1070
T067636,2024-01-29,A003,Deposit,7939
T067637,2021-04-16,A001,Withdrawal,-2057
T067638,2021-08-29,A002,Withdrawal,4162
T067639,2021-12-05,A002,Withdrawal,-1924
T067640,2022-09-10,A002,Deposit,2804
T067641,2021-10-23,A002,Deposit,6842
T067642,2023-01-07,A003,Deposit,7314
T067643,2021-04-01,A001,Deposit,6744
T067644,2022-08-08,A002,Deposit,3160
T067645,2021-11-25,A002,Deposit,6455
T067646,2021-07-19,A003,Withdrawal,810
T067647,2021-05-05,A001,Deposit,-2553
T067648,2021-12-07,A002,Deposit,221
T067649,2021-01-12,A002,Withdrawal,-2425
T067650,2023-12-11,A001,Withdrawal,1291
T067651,2022-12-19,A004,Withdrawal,1425
T067652,2023-06-20,A004,Deposit,-3694
T067653,2023-05-20,A002,Withdrawal,-2359
T067654,2023-03-27,A003,Withdrawal,-2690
T067655,2024-01-24,A001,Withdrawal,3064
T067656,2022-05-25,A001,Deposit,9865
T067657,2024-03-24,A001,Deposit,-995
T067658,2021-10-10,A003,Deposit,9145
T067659,2022-09-28,A002,Deposit,-2576
T067660,2022-06-10,A002,Withdrawal,-2660
T067661,2021-12-15,A001,Withdrawal,-898
T067662,2023-04-02,A001,Withdrawal,2440
T067663,2022-08-05,A002,Withdrawal,6078
T067664,2021-06-06,A003,Withdrawal,6522
T067665,2023-06-06,A004,Deposit,4744
T067666,2023-07-17,A002,Withdrawal,9213
T067667,2021-04-19,A002,Deposit,78
T067668,2024-02-19,A002,Withdrawal,-2011
T067669,2021-03-19,A003,Deposit,2986
T067670,2021-05-12,A003,Deposit,-3766
T067671,2022-02-21,A003,Withdrawal,8516
T067672,2022-08-06,A002,Deposit,9622
T067673,2022-05-29,A004,Deposit,1331
T067674,2024-01-19,A001,Withdrawal,-165
T067675,2023-02-06,A002,Deposit,5517
T067676,2022-10-28,A003,Withdrawal,657
T067677,2022-12-07,A002,Withdrawal,4050
T067678,2023-04-21,A003,Withdrawal,3615
T067679,2022-07-08,A002,Withdrawal,-2889
T067680,2023-03-01,A004,Deposit,244
T067681,2022-11-27,A002,Deposit,7327
T067682,2021-04-25,A001,Deposit,6831
T067683,2022-03-13,A004,Withdrawal,9758
T067684,2023-07-13,A003,Withdrawal,-175
T067685,2021-02-08,A004,Withdrawal,-2774
T067686,2021-07-15,A001,Deposit,-3189
T067687,2022-10-26,A004,Withdrawal,4296
T067688,2023-08-04,A004,Withdrawal,2884
